FI;fi_lib;dep;reg;MCO;CANCERO;UNV;avc;sarcome;cancer;weight_avc;weight_sarcome;weight_cancer;weight_dep;weight_reg;weight_fr;weight_k_reg;weight_s_reg
180000010;CH BOURGES - JACQUES COEUR;18;24;44207;4406;543;0;0;1;0;0;8;517;485;163;266;0
180000200;CH DE VIERZON;18;24;10556;1042;0;0;0;1;0;0;2;123;116;38;63;0
180000283;CH SAINT AMAND-MONTROND;18;24;4607;0;0;0;0;0;0;0;0;53;50;17;0;0
180000358;CLINIQUE DES GRAINETIERES;18;24;7009;907;0;0;0;1;0;0;2;82;77;25;54;0
180004145;HOPITAL PRIVE GUILLAUME DE VARYE;18;24;19011;5572;0;0;0;1;0;0;10;222;208;70;337;0
190000018;CENTRE HOSPITALIER DUBOIS BRIVE;19;75;60159;27335;0;0;0;1;0;0;51;500;244;222;522;0
190000026;CENTRE HOSPITALIER COEUR DE CORREZE;19;75;13546;555;0;0;0;1;0;0;1;112;54;49;10;0
190000034;HOPITAL LOCAL DE BORT LES ORGUES;19;75;316;0;0;0;0;0;0;0;0;2;1;1;0;0
190000091;CENTRE HOSPITALIER D'USSEL;19;75;7904;1027;0;0;0;1;0;0;2;65;32;29;19;0
190000224;CLINIQUE LES CEDRES BRIVE;19;75;16077;424;0;0;0;1;0;0;1;133;65;59;8;0
190000257;CLINIQUE SAINT-GERMAIN BRIVE;19;75;7935;566;0;0;0;1;0;0;1;65;32;29;10;0
190010553;UNITE DE DIALYSE BRIVE;19;75;14330;0;0;0;0;0;0;0;0;119;58;52;0;0
210011847;POLYCLINIQUE DU PARC DREVON;21;27;17535;5250;0;0;0;1;0;0;10;59;154;64;218;0
210780110;CLINIQUE SAINTE MARTHE DIJON;21;27;13244;168;0;0;0;1;0;0;0;44;116;48;6;0
210780136;CLINIQUE MEDICO CHIRURGICALE CHENOVE;21;27;11684;243;0;0;0;1;0;0;0;39;102;43;10;0
210780789;CLINIQUE MUTUALISTE B?NIGNE JOLY;21;27;30959;4268;0;0;0;1;0;0;8;105;272;114;177;0
210780979;CLINIQUE FONTAINE LES DIJON;21;27;16087;115;0;0;0;1;0;0;0;54;141;59;4;0
210986089;CTRE HOSPITALIER REG UNIVERSITAIRE DIJ;21;27;3023;0;0;0;0;0;0;0;0;10;26;11;0;0
210987558;H?PITAL LE BOCAGE CHU DIJON;21;27;114105;16599;1005;0;0;1;0;0;31;387;1003;421;691;0
210987574;HOPITAL LOCAL ARNAY LE DUC;21;27;123;0;0;0;0;0;0;0;0;0;1;0;0;0
210987582;CENTRE HOSPITALIER D'IS-SUR-TILLE;21;27;177;0;0;0;0;0;0;0;0;0;1;0;0;0
210987590;HOPITAL LOCAL NUITS SAINT GEORGES;21;27;69;0;0;0;0;0;0;0;0;0;0;0;0;0
210987608;CTRE HOSPITALIER DE LA HAUTE COTE D OR;21;27;274;0;0;0;0;0;0;0;0;0;2;1;0;0
210987616;HOPITAL LOCAL SEURRE;21;27;148;0;0;0;0;0;0;0;0;0;1;0;0;0
210987632;CH LA CHARTREUSE DIJON;21;27;269;0;0;0;0;0;0;0;0;0;2;0;0;0
210987657;HOSPICES CIVILS DE BEAUNE;21;27;14372;1325;0;0;0;1;0;0;2;48;126;53;55;0
210987665;CH HCO SITE DE CHATILLON SUR SEINE;21;27;2435;91;0;0;0;1;0;0;0;8;21;8;3;0
210987673;CH HCO SITE DE MONTBARD;21;27;2335;0;0;0;0;0;0;0;0;7;20;8;0;0
210987681;CH HCO SITE DE SAULIEU;21;27;476;0;0;0;0;0;0;0;0;1;4;1;0;0
210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;21;27;9079;405;0;0;0;1;0;0;1;30;79;33;16;0
210987731;CLCC GEORGES-FRANCOIS LECLERC;21;27;57964;51917;0;0;1;1;0;20;97;196;510;213;2162;514
220000012;CENTRE HOSPITALIER YVES LE FOLL;22;53;73337;9380;1348;0;0;1;0;0;17;405;608;270;329;0
220000095;CTRE HOSPITALIER DINAN;22;53;14333;1733;0;0;0;1;0;0;3;79;118;52;60;0
220000111;POLYCLINIQUE DU TREGOR;22;53;8638;2175;0;0;0;1;0;0;4;47;71;31;76;0
220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;22;53;231;0;0;0;0;0;0;0;0;1;1;0;0;0
220000343;CENTRE HOSPITALIER GUINGAMP;22;53;15605;449;0;0;0;1;0;0;1;86;129;57;15;0
220000368;CENTRE HOSPITALIER LANNION;22;53;15656;1889;0;0;0;1;0;0;4;86;129;57;66;0
220000541;CENTRE HOSPITALIER PAIMPOL;22;53;4974;0;0;0;0;0;0;0;0;27;41;18;0;0
220000566;CENTRE HOSPITALIER LAMBALLE;22;53;588;0;0;0;0;0;0;0;0;3;4;2;0;0
220000574;CENTRE HOSPITALIER QUINTIN;22;53;164;0;0;0;0;0;0;0;0;0;1;0;0;0
220001259;CENTRE HOSPITALIER TREGUIER;22;53;1561;0;0;0;0;0;0;0;0;8;12;5;0;0
220005599;POLYCLINIQUE DU PAYS DE RANCE;22;53;10193;785;0;0;0;1;0;0;1;56;84;37;27;0
220022800;HOPITAL PRIV? DES COTES D'ARMOR;22;53;35584;12112;0;0;0;1;0;0;23;196;295;131;425;0
230000820;CENTRE HOSPITALIER GUERET;23;75;19561;5871;0;0;0;1;0;0;11;640;79;72;112;0
230000846;C H BERNARD DESPLAS BOURGANEUF;23;75;577;0;0;0;0;0;0;0;0;18;2;2;0;0
230004657;SITE CROIX BLANCHE;23;75;1560;0;0;0;0;0;0;0;0;51;6;5;0;0
230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;23;75;4763;1693;0;0;0;1;0;0;3;156;19;17;32;0
230780157;CLINIQUE DE LA MARCHE GUERET;23;75;4061;95;0;0;0;1;0;0;0;133;16;14;1;0
240000174;CENTRE HOSPITALIER DE BELVES;24;75;213;0;0;0;0;0;0;0;0;1;0;0;0;0
240000190;POLYCLINIQUE FRANCHEVILLE;24;75;23433;7841;0;0;0;1;0;0;15;203;95;86;149;0
240000208;CLINIQUE PASTEUR;24;75;7703;313;0;0;0;1;0;0;1;66;31;28;5;0
240000216;CLINIQUE DU PARC;24;75;6957;0;0;0;0;0;0;0;0;60;28;25;0;0
240000372;C.H DE BERGERAC;24;75;14296;713;0;0;0;1;0;0;1;123;58;52;13;0
240000414;CENTRE HOSPITALIER DE DOMME;24;75;406;0;0;0;0;0;0;0;0;3;1;1;0;0
240000455;CENTRE HOSPITALIER D'EXCIDEUIL;24;75;203;0;0;0;0;0;0;0;0;1;0;0;0;0
240000463;CENTRE HOSPITALIER VAUCLAIRE;24;75;120;0;0;0;0;0;0;0;0;1;0;0;0;0
240000471;CENTRE HOSPITALIER DE NONTRON;24;75;85;0;0;0;0;0;0;0;0;0;0;0;0;0
240000489;CENTRE HOSPITALIER DE PERIGUEUX;24;75;33243;3592;705;0;0;1;0;0;7;288;134;122;68;0
240000505;CENTRE HOSPITALIER DE RIBERAC;24;75;324;0;0;0;0;0;0;0;0;2;1;1;0;0
240000513;CENTRE HOSPITALIER DE SAINT-ASTIER;24;75;166;0;0;0;0;0;0;0;0;1;0;0;0;0
240000687;CENTRE HOSPITALIER SARLAT;24;75;5232;6;0;0;0;1;0;0;0;45;21;19;0;0
240006734;CENTRE D'HEMODIALYSE FRANCHEVILLE;24;75;22928;0;0;0;0;0;0;0;0;198;93;84;0;0
250000023;CHU SAINT-JACQUES;25;27;902;0;0;0;0;0;0;0;0;3;7;3;0;0
250000114;CH BOULLOCHE HNFC MONTBELIARD;25;27;39547;979;311;0;0;1;0;0;2;143;347;145;40;0
250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;25;27;26386;835;0;0;0;1;0;0;2;95;232;97;34;0
250000627;CH PAUL NAPPEZ MORTEAU;25;27;674;0;0;0;0;0;0;0;0;2;5;2;0;0
250000635;CH SAINTE CROIX BAUME LES DAMES;25;27;280;0;0;0;0;0;0;0;0;1;2;1;0;0
250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;25;27;15992;1851;0;0;0;1;0;0;3;57;140;59;77;0
250000726;CH SAINT LOUIS ORNANS;25;27;153;0;0;0;0;0;0;0;0;0;1;0;0;0
250000734;CHI HAUTE COMTE SITE R SALINS MOUTHE;25;27;152;0;0;0;0;0;0;0;0;0;1;0;0;0
250004009;LE MITTAN ANNEXE DU HNFC;25;27;34483;33811;0;0;0;1;0;0;63;124;303;127;1408;0
250006954;CHRU JEAN MINJOZ;25;27;138549;48982;948;0;1;1;0;14;91;501;1219;511;2040;485
250011848;HOSPITALIA MUTUALITE PFC;25;27;19309;2345;0;0;0;1;0;0;4;69;169;71;97;0
260000013;CH DE VALENCE;26;84;49475;10080;845;0;0;1;0;0;19;301;161;182;145;0
260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;26;84;25258;3452;0;0;0;1;0;0;6;153;82;93;49;0
260000138;CH DE MONTELIMAR;26;84;41963;20415;198;0;0;1;0;0;38;255;136;154;294;0
260000146;CENTRE HOSPITALIER DE CREST;26;84;2532;146;0;0;0;1;0;0;0;15;8;9;2;0
260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;26;84;1375;0;0;0;0;0;0;0;0;8;4;5;0;0
260000203;HOPITAUX DROME NORD - SAINT-VALLIER;26;84;1892;0;0;0;0;0;0;0;0;11;6;6;0;0
260000237;CH DE NYONS;26;84;112;0;0;0;0;0;0;0;0;0;0;0;0;0
260000260;CLINIQUE LA PARISI?RE;26;84;9155;478;0;0;0;1;0;0;1;55;29;33;6;0
260000278;CH DE BUIS LES BARONNIES;26;84;166;0;0;0;0;0;0;0;0;1;0;0;0;0
260000286;CENTRE HOSPITALIER DIE;26;84;2046;139;0;0;0;1;0;0;0;12;6;7;2;0
260003017;CLINIQUE KENNEDY;26;84;16984;261;0;0;0;1;0;0;0;103;55;62;3;0
260006267;CLINIQUE G?N?RALE VALENCE;26;84;13166;4064;0;0;0;1;0;0;8;80;42;48;58;0
270000045;CH BERNAY;27;28;7177;0;0;0;0;0;0;0;0;64;54;26;0;0
270000326;CLINIQUE CHIRURGICALE PASTEUR EVREUX;27;28;18264;5839;0;0;0;1;0;0;11;165;138;67;234;0
270000359;CH EVREUX CH EURE-SEINE;27;28;49304;4396;0;0;0;1;0;0;8;446;373;181;176;0
270000367;CH GISORS;27;28;5852;0;0;0;0;0;0;0;0;52;44;21;0;0
270000391;CH LOUVIERS CHI ELBEUF;27;28;2126;0;0;0;0;0;0;0;0;19;16;7;0;0
270000425;CH PONT-AUDEMER;27;28;3405;0;0;0;0;0;0;0;0;30;25;12;0;0
270000441;CH VERNEUIL-SUR-AVRE;27;28;1777;0;0;0;0;0;0;0;0;16;13;6;0;0
270000458;CH VERNON CH EURE-SEINE;27;28;14633;1344;0;0;0;1;0;0;3;132;110;54;54;0
270000532;CH PACY-SUR-EURE;27;28;65;0;0;0;0;0;0;0;0;0;0;0;0;0
270000862;CLINIQUE BERGOUIGNAN;27;28;7887;0;0;0;0;0;0;0;0;71;59;29;0;0
280000043;CH CHARTRES - H?TEL DIEU;28;24;263;0;0;0;0;0;0;0;0;2;2;0;0;0
280000084;CH DREUX;28;24;25310;2810;374;0;0;1;0;0;5;218;278;93;170;0
280000100;CH DE LA LOUPE;28;24;204;0;0;0;0;0;0;0;0;1;2;0;0;0
280000159;CLINIQUE NOTRE DAME DU BON SECOURS;28;24;9806;2101;0;0;0;1;0;0;4;84;107;36;127;0
280000449;CLINIQUE CARDIOLOGIQUE MAISON BLANCHE;28;24;1999;0;0;0;0;0;0;0;0;17;21;7;0;0
280000662;CH CHATEAUDUN;28;24;8117;704;0;0;0;1;0;0;1;70;89;29;42;0
280502998;CH NOGENT LE ROTROU - NOUVEL H?PITAL;28;24;6042;0;0;0;0;0;0;0;0;52;66;22;0;0
280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;28;24;51687;8395;520;0;0;1;0;0;16;446;568;190;508;0
280505777;NOUVELLE CLINIQUE SAINT FRAN?OIS;28;24;12432;892;0;0;0;1;0;0;2;107;136;45;54;0
290000025;CHIC QUIMPER;29;53;81042;31839;756;0;0;1;0;0;59;220;672;299;1118;0
290000033;C.H. DES PAYS DE MORLAIX;29;53;22803;4135;0;0;0;1;0;0;8;62;189;84;145;0
290000058;CHRU BREST SITE HOPITAL MORVAN;29;53;59226;38691;0;0;0;1;0;0;72;161;491;218;1359;0
290000066;CHIC SITE DE CONCARNEAU;29;53;2092;488;0;0;0;1;0;0;1;5;17;7;17;0
290000140;CLINIQUE PASTEUR LANROZE;29;53;24385;8946;0;0;0;1;0;0;17;66;202;90;314;0
290000173;CH FERDINAND GRALL LANDERNEAU;29;53;7776;891;0;1;0;1;12;0;2;21;64;28;31;0
290000181;CENTRE HOSPITALIER DOUARNENEZ;29;53;7576;1098;0;0;0;1;0;0;2;20;62;27;38;0
290000207;CLINIQUE ST MICHEL ET STE ANNE;29;53;15328;2895;0;0;0;1;0;0;5;41;127;56;101;0
290000215;POLYCLINIQUE QUIMPER SUD;29;53;13080;811;0;0;0;1;0;0;2;35;108;48;28;0
290000256;CHRU BREST SITE HOPITAL DE CARHAIX;29;53;5977;0;0;0;0;0;0;0;0;16;49;22;0;0
290000272;CENTRE HOSPITALIER CROZON;29;53;105;0;0;0;0;0;0;0;0;0;0;0;0;0
290000322;CENTRE HOSPITALIER LESNEVEN;29;53;224;0;0;0;0;0;0;0;0;0;1;0;0;0
290000389;CENTRE HOSPITALIER LANMEUR;29;53;193;0;0;0;0;0;0;0;0;0;1;0;0;0
290000728;HOPITAL INSTRUCTION DES ARMEES;29;53;8263;664;0;1;0;1;15;0;1;22;68;30;23;0
290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;29;53;5385;448;0;0;0;1;0;0;1;14;44;19;15;0
290000850;STE BRESTOISE REIN ARTIFICIEL;29;53;8057;0;0;0;0;0;0;0;0;21;66;29;0;0
290000934;C.H DE QUIMPERLE SITE LA VILLENEUVE;29;53;6152;0;0;0;0;0;0;0;0;16;51;22;0;0
290000975;FONDATION ILDYS SITE DE PERHARIDY;29;53;5470;0;0;0;0;0;0;0;0;14;45;20;0;0
290001015;CENTRE HOSPITALIER ST RENAN;29;53;387;0;0;0;0;0;0;0;0;1;3;1;0;0
290004142;CLINIQUE DU GRAND LARGE;29;53;9672;505;0;0;0;1;0;0;1;26;80;35;17;0
290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;29;53;52530;1332;1204;1;0;1;73;0;2;143;435;193;46;0
290004365;CHU BREST SITE GUILERS;29;53;166;0;0;0;0;0;0;0;0;0;1;0;0;0
290019777;POLYCLINIQUE DE KERAUDREN;29;53;23454;963;0;0;0;1;0;0;2;63;194;86;33;0
290023431;CTRE MEDICO-CHIR. BAIE MORLAIX;29;53;7986;1247;0;0;0;1;0;0;2;21;66;29;43;0
2A0000022;CH ND LA MISERICORDE;02A;94;29214;505;505;0;0;1;0;0;1;448;2290;107;213;0
2A0000139;CLINISUD;02A;94;13257;701;0;0;0;1;0;0;1;203;1039;48;296;0
2A0000154;CLINIQUE DU SUD DE LA CORSE;02A;94;8211;0;0;0;0;0;0;0;0;125;643;30;0;0
2A0000212;HOPITAL LOCAL DE BONIFACIO;02A;94;110;0;0;0;0;0;0;0;0;1;8;0;0;0
2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;02A;94;14166;13323;0;0;0;1;0;0;25;217;1110;52;5641;0
2A0002614;CENTRE HOSPITALIER DE SARTENE;02A;94;248;0;0;0;0;0;0;0;0;3;19;0;0;0
2B0000012;CENTRE HOSPITALIER DE BASTIA;02B;94;31517;3648;0;0;0;1;0;0;7;505;2471;116;1544;0
2B0000038;CH CORTE;02B;94;1420;785;0;0;0;1;0;0;1;22;111;5;332;0
2B0000079;CLINIQUE DR FILIPPI;02B;94;4240;0;0;0;0;0;0;0;0;68;332;15;0;0
2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;02B;94;17755;4300;0;0;0;1;0;0;8;284;1392;65;1820;0
2B0000392;POLYCLINIQUE DE FURIANI;02B;94;5676;354;0;0;0;1;0;0;1;91;445;20;149;0
2B0005359;CH CALVI;02B;94;1481;0;0;0;0;0;0;0;0;23;116;5;0;0
2B0005664;CLINIQUE DE TOGA;02B;94;226;0;0;0;0;0;0;0;0;3;17;0;0;0
300000023;CH ALES CEVENNES;30;76;26088;6282;0;0;0;1;0;0;12;94;109;96;135;0
300000031;CH LOUIS PASTEUR;30;76;15409;1492;0;0;0;1;0;0;3;56;64;56;32;0
300000056;CH PONT SAINT ESPRIT;30;76;89;0;0;0;0;0;0;0;0;0;0;0;0;0
300000064;CH UZES;30;76;285;0;0;0;0;0;0;0;0;1;1;1;0;0
300000072;CH LE VIGAN;30;76;275;0;0;0;0;0;0;0;0;1;1;1;0;0
300000478;CH LES CHATAIGNIERS;30;76;363;0;0;0;0;0;0;0;0;1;1;1;0;0
300002508;CCA DES HAUTS D'AVIGNON;30;76;4277;0;0;0;0;0;0;0;0;15;17;15;0;0
300007119;AIDER CENTRE UAD UDM CH ALES;30;76;8781;0;0;0;0;0;0;0;0;31;36;32;0;0
300008588;NEPHROCARE NIMES;30;76;19404;0;0;0;0;0;0;0;0;70;81;71;0;0
300008638;NEPHROCARE BAGNOLS SUR CEZE;30;76;5076;0;0;0;0;0;0;0;0;18;21;18;0;0
300017209;KENVAL INSTITUT DE CANCEROLOGIE;30;76;5092;4589;0;0;0;1;0;0;9;18;21;18;98;0
300780137;NOUVELLE CLINIQUE BONNEFON;30;76;12611;600;0;0;0;1;0;0;1;45;52;46;12;0
300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;30;76;15593;253;0;0;0;1;0;0;0;56;65;57;5;0
300780228;POLYCLINIQUE LA GARAUD;30;76;3477;0;0;0;0;0;0;0;0;12;14;12;0;0
300780285;CLINIQUE VALDEGOUR;30;76;2342;2106;0;0;0;1;0;0;4;8;9;8;45;0
300781465;POLYCLINIQUE KENNEDY;30;76;11400;556;0;0;0;1;0;0;1;41;47;42;11;0
300782117;CHU NIMES CAREMEAU;30;76;114191;38380;820;0;0;1;0;0;71;415;479;421;827;0
300782141;CENTRE MEDICAL GRAU-DU-ROI CHU NIMES;30;76;282;0;0;0;0;0;0;0;0;1;1;1;0;0
300788502;POLYCLINIQUE GRAND SUD;30;76;29590;544;0;0;0;1;0;0;1;107;124;109;11;0
310000310;CENTRE HOSPITALIER COMMINGES PYRENEES;31;76;8601;1271;0;0;0;1;0;0;2;12;36;31;27;0
310000336;C.H. (EX H.L.) DE REVEL;31;76;165;0;0;0;0;0;0;0;0;0;0;0;0;0
310009279;CENTRE HOSPITALIER COMMINGES PYRENEES;31;76;6489;324;0;0;0;1;0;0;1;9;27;23;6;0
310013628;C.H. (EX H.L.) DE MURET;31;76;530;0;0;0;0;0;0;0;0;0;2;1;0;0
310016977;HOPITAUX MERE & ENFANTS CHU TLSE;31;76;45067;1527;0;0;0;1;0;0;3;64;189;166;32;0
310019351;HOPITAL LARREY CHU TOULOUSE;31;76;43767;5558;0;0;0;1;0;0;10;62;183;161;119;0
310022298;HOPITAL GARONNE;31;76;1206;0;0;0;0;0;0;0;0;1;5;4;0;0
310025333;CHU ONCOPOLE;31;76;16612;10551;0;0;0;1;0;0;20;23;69;61;227;0
310026083;CLINIQUE SAINT-CYPRIEN RIVE GAUCHE;31;76;25928;634;0;0;0;1;0;0;1;37;108;95;13;0
310780101;CLINIQUE SAINT JEAN LANGUEDOC;31;76;34391;5041;0;0;0;1;0;0;9;49;144;126;108;0
310780150;CLINIQUE MEDIPOLE GARONNE;31;76;21205;463;0;0;0;1;0;0;1;30;89;78;9;0
310780259;CLINIQUE PASTEUR;31;76;49323;13353;0;0;0;1;0;0;25;70;207;182;287;0
310780283;CLINIQUE DE L'UNION;31;76;47726;5352;0;0;0;1;0;0;10;68;200;176;115;0
310780309;POLYCLINIQUE DU PARC;31;76;14915;272;0;0;0;1;0;0;1;21;62;55;5;0
310780366;CLINIQUE MONIE;31;76;2212;0;0;0;0;0;0;0;0;3;9;8;0;0
310780382;CLINIQUE AMBROISE PARE;31;76;22570;785;0;0;0;1;0;0;1;32;94;83;16;0
310781000;CLINIQUE DES CEDRES;31;76;42133;4133;330;0;0;1;0;0;8;60;177;155;89;0
310781067;HOPITAL JOSEPH DUCUING;31;76;12050;562;0;0;0;1;0;0;1;17;50;44;12;0
310781505;CLINIQUE D'OCCITANIE;31;76;25214;4114;0;0;0;1;0;0;8;36;105;93;88;0
310781695;CLINIQUE DE LAGARDELLE;31;76;993;0;0;0;0;0;0;0;0;1;4;3;0;0
310782016;CLINIQUE NEPHRO SAINT EXUPERY;31;76;44148;0;0;0;0;0;0;0;0;63;185;162;0;0
310782347;INSTITUT CLAUDIUS REGAUD;31;76;83980;78731;0;0;1;1;0;54;147;120;352;309;1697;522
310783048;HOPITAL DE PURPAN CHU TOULOUSE;31;76;82545;2723;3678;0;0;1;0;0;5;118;346;304;58;0
310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;31;76;61623;5952;0;0;0;1;0;0;11;88;258;227;128;0
310783063;HOPITAL DE LA GRAVE CHU TOULOUSE;31;76;2421;0;0;0;0;0;0;0;0;3;10;8;0;0
310786389;CLINIQUE DES PYRENEES;31;76;217;0;0;0;0;0;0;0;0;0;0;0;0;0
320000086;CENTRE HOSPITALIER D'AUCH;32;76;24771;2282;1018;0;0;1;0;0;4;696;104;91;49;0
320000102;CENTRE HOSPITALIER DE CONDOM;32;76;1311;0;0;0;0;0;0;0;0;36;5;4;0;0
320000110;ETPUBLICSANTEDELOMAGNESITEDEFLEURANCE;32;76;515;0;0;0;0;0;0;0;0;14;2;1;0;0
320000128;C.H. (EX H.L.) DE GIMONT;32;76;306;0;0;0;0;0;0;0;0;8;1;1;0;0
320000144;C.H.I. (EX H.L.) DE LOMBEZ SAMATAN;32;76;600;0;0;0;0;0;0;0;0;16;2;2;0;0
320000151;C.H. (EX H.L.) DE MAUVEZIN;32;76;210;0;0;0;0;0;0;0;0;5;0;0;0;0
320000177;C.H. (EX H.L.) DE NOGARO;32;76;213;0;0;0;0;0;0;0;0;5;0;0;0;0
320780067;POLYCLINIQUE DE GASCOGNE;32;76;7638;280;0;0;0;1;0;0;1;214;32;28;6;0
330000217;MAISON DE SANTE MARIE GALENE;33;75;465;0;0;0;0;0;0;0;0;0;1;1;0;0
330000332;HOPITAL SUBURBAIN DU BOUSCAT;33;75;4575;574;0;0;0;1;0;0;1;5;18;16;10;0
330000340;M.S.P.BX. BAGATELLE;33;75;26943;3633;0;0;0;1;0;0;7;32;109;99;69;0
330000555;CENTRE HOSPITALIER D'ARCACHON;33;75;13898;571;0;0;0;1;0;0;1;16;56;51;10;0
330000571;CH DE LA HAUTE GIRONDE;33;75;10919;0;0;0;0;0;0;0;0;13;44;40;0;0
330000589;CH SUD GIRONDE - SITE LANGON;33;75;11305;523;0;0;0;1;0;0;1;13;45;41;9;0
330000597;CH SUD GIRONDE - SITE LA REOLE;33;75;1173;0;0;0;0;0;0;0;0;1;4;4;0;0
330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;33;75;71347;20513;321;0;0;1;0;0;38;87;289;263;392;0
330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;33;75;1495;0;0;0;0;0;0;0;0;1;6;5;0;0
330000662;INSTITUT BERGONIE;33;75;60518;55770;0;0;1;1;0;86;104;73;245;223;1066;623
330017989;CENTRE HEMODIALYSE BX RIVE DROITE;33;75;14720;0;0;0;0;0;0;0;0;17;59;54;0;0
330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;33;75;1118;0;0;0;0;0;0;0;0;1;4;4;0;0
330780040;NOUVELLE CLINIQUE BEL AIR;33;75;17435;826;0;0;0;1;0;0;2;21;70;64;15;0
330780081;CLINIQUE SAINT- AUGUSTIN;33;75;15407;1467;0;0;0;1;0;0;3;18;62;56;28;0
330780115;CLINIQUE TIVOLI-DUCOS;33;75;25538;10321;0;0;0;1;0;0;19;31;103;94;197;0
330780206;CLINIQUE D'ARCACHON;33;75;11030;2361;0;0;0;1;0;0;4;13;44;40;45;0
330780255;CLINIQUE CHIRURGICALE DU LIBOURNAIS;33;75;11277;0;0;0;0;0;0;0;0;13;45;41;0;0
330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;33;75;28844;3267;0;0;0;1;0;0;6;35;117;106;62;0
330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;33;75;8790;0;0;0;0;0;0;0;0;10;35;32;0;0
330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;33;75;6266;0;0;0;0;0;0;0;0;7;25;23;0;0
330780370;LES FONTAINES DE MONJOUS - SSR;33;75;1231;0;0;0;0;0;0;0;0;1;4;4;0;0
330780446;C.T.M.R. SAINT-AUGUSTIN;33;75;25606;0;0;0;0;0;0;0;0;31;103;94;0;0
330780453;CENTRE HEMODYALISE SAINT MARTIN;33;75;20142;0;0;0;0;0;0;0;0;24;81;74;0;0
330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;33;75;42150;10515;0;0;0;1;0;0;20;51;171;155;201;0
330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;33;75;6631;0;0;0;0;0;0;0;0;8;26;24;0;0
330780495;CLINIQUE MUTUALISTE DU MEDOC;33;75;9077;310;0;0;0;1;0;0;1;11;36;33;5;0
330780503;HOPITAL PRIVE SAINT-MARTIN;33;75;23777;275;0;0;0;1;0;0;1;29;96;87;5;0
330780511;CLINIQUE SAINTE-ANNE;33;75;10683;1852;0;0;0;1;0;0;3;13;43;39;35;0
330780529;CLINIQUE MUTUALISTE DE PESSAC;33;75;18542;747;0;0;0;1;0;0;1;22;75;68;14;0
330780537;CENTRE MEDICO-CHIRURGICAL WALLERSTEIN;33;75;12436;268;0;0;0;1;0;0;0;15;50;45;5;0
330781139;CRF LA TOUR DE GASSIES;33;75;346;0;0;0;0;0;0;0;0;0;1;1;0;0
330781303;HIA ROBERT PICQUE;33;75;8956;237;0;0;0;1;0;0;0;10;36;33;4;0
330781337;HOPITAL XAVIER ARNOZAN - CHU;33;75;1598;0;0;0;0;0;0;0;0;1;6;5;0;0
330781352;HOPITAL SAINT-ANDRE - CHU;33;75;36684;8978;0;0;0;1;0;0;17;44;148;135;171;0
330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;33;75;125283;4987;1588;0;0;1;0;0;9;153;508;462;95;0
330781402;POLYCLINIQUE DE BORDEAUX-TONDU;33;75;12034;234;0;0;0;1;0;0;0;14;48;44;4;0
330782582;POLYCLINIQUE JEAN VILLAR;33;75;22515;1829;0;0;0;1;0;0;3;27;91;83;34;0
330783648;HOPITAL HAUT-LEVEQUE - CHU;33;75;94837;44539;0;0;0;1;0;0;83;115;384;350;851;0
330802752;CENTRE JEAN ABADIE - CHU;33;75;2525;0;0;0;0;0;0;0;0;3;10;9;0;0
330804501;CENTRE HOSPITALIER DE BAZAS;33;75;579;0;0;0;0;0;0;0;0;0;2;2;0;0
340000025;INSTITUT MARIN ST PIERRE;34;76;1268;0;0;0;0;0;0;0;0;2;5;4;0;0
340000033;CH BEZIERS;34;76;35071;4841;1170;0;0;1;0;0;9;59;147;129;104;0
340000173;CH PEZENAS;34;76;438;0;0;0;0;0;0;0;0;0;1;1;0;0
340000207;INSTITUT REGIONAL CANCER MONTPELLIER;34;76;78692;71999;0;0;1;1;0;40;134;133;330;290;1551;477
340000215;CH LODEVE;34;76;596;0;0;0;0;0;0;0;0;1;2;2;0;0
340000223;HOPITAL SAINT CLAIR HBT SETE;34;76;15489;646;0;0;0;1;0;0;1;26;65;57;13;0
340000231;CH POLE DE SANTE DE LUNEL;34;76;706;0;0;0;0;0;0;0;0;1;2;2;0;0
