FI;fi_lib;dep;reg;MCO;CANCERO;UNV;avc;sarcome;cancer;weight_avc;weight_sarcome;weight_cancer;weight_dep;weight_reg;weight_fr
210987558;H?PITAL LE BOCAGE CHU DIJON;021;27;114105;16599;1005;0;0;1;0;0;31;387;1003;421
210987574;HOPITAL LOCAL ARNAY LE DUC;021;27;123;0;0;0;0;0;0;0;0;0;1;0
210987582;CENTRE HOSPITALIER D'IS-SUR-TILLE;021;27;177;0;0;0;0;0;0;0;0;0;1;0
210987590;HOPITAL LOCAL NUITS SAINT GEORGES;021;27;69;0;0;0;0;0;0;0;0;0;0;0
210987608;CTRE HOSPITALIER DE LA HAUTE COTE D OR;021;27;274;0;0;0;0;0;0;0;0;0;2;1
210987616;HOPITAL LOCAL SEURRE;021;27;148;0;0;0;0;0;0;0;0;0;1;0
210987632;CH LA CHARTREUSE DIJON;021;27;269;0;0;0;0;0;0;0;0;0;2;0
210987657;HOSPICES CIVILS DE BEAUNE;021;27;14372;1325;0;0;0;1;0;0;2;48;126;53
210987665;CH HCO SITE DE CHATILLON SUR SEINE;021;27;2435;91;0;0;0;1;0;0;0;8;21;8
210987673;CH HCO SITE DE MONTBARD;021;27;2335;0;0;0;0;0;0;0;0;7;20;8
210987681;CH HCO SITE DE SAULIEU;021;27;476;0;0;0;0;0;0;0;0;1;4;1
210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;021;27;9079;405;0;0;0;1;0;0;1;30;79;33
210987731;CLCC GEORGES-FRANCOIS LECLERC;021;27;57964;51917;0;0;1;1;0;20;97;196;510;213
220000012;CENTRE HOSPITALIER YVES LE FOLL;022;53;73337;9380;1348;0;0;1;0;0;17;405;608;270
220000095;CTRE HOSPITALIER DINAN;022;53;14333;1733;0;0;0;1;0;0;3;79;118;52
220000111;POLYCLINIQUE DU TREGOR;022;53;8638;2175;0;0;0;1;0;0;4;47;71;31
220000236;CENTRE HOSPITALIER DE PLOUGUERNEVEL;022;53;231;0;0;0;0;0;0;0;0;1;1;0
220000343;CENTRE HOSPITALIER GUINGAMP;022;53;15605;449;0;0;0;1;0;0;1;86;129;57
220000368;CENTRE HOSPITALIER LANNION;022;53;15656;1889;0;0;0;1;0;0;4;86;129;57
220000541;CENTRE HOSPITALIER PAIMPOL;022;53;4974;0;0;0;0;0;0;0;0;27;41;18
220000566;CENTRE HOSPITALIER LAMBALLE;022;53;588;0;0;0;0;0;0;0;0;3;4;2
220000574;CENTRE HOSPITALIER QUINTIN;022;53;164;0;0;0;0;0;0;0;0;0;1;0
220001259;CENTRE HOSPITALIER TREGUIER;022;53;1561;0;0;0;0;0;0;0;0;8;12;5
220005599;POLYCLINIQUE DU PAYS DE RANCE;022;53;10193;785;0;0;0;1;0;0;1;56;84;37
220022800;HOPITAL PRIV? DES COTES D'ARMOR;022;53;35584;12112;0;0;0;1;0;0;23;196;295;131
230000820;CENTRE HOSPITALIER GUERET;023;75;19561;5871;0;0;0;1;0;0;11;640;79;72
230000846;C H BERNARD DESPLAS BOURGANEUF;023;75;577;0;0;0;0;0;0;0;0;18;2;2
230004657;SITE CROIX BLANCHE;023;75;1560;0;0;0;0;0;0;0;0;51;6;5
230780082;CENTRE MEDICAL NATIONAL SAINTE FEYRE;023;75;4763;1693;0;0;0;1;0;0;3;156;19;17
230780157;CLINIQUE DE LA MARCHE GUERET;023;75;4061;95;0;0;0;1;0;0;0;133;16;14
240000174;CENTRE HOSPITALIER DE BELVES;024;75;213;0;0;0;0;0;0;0;0;1;0;0
240000190;POLYCLINIQUE FRANCHEVILLE;024;75;23433;7841;0;0;0;1;0;0;15;203;95;86
240000208;CLINIQUE PASTEUR;024;75;7703;313;0;0;0;1;0;0;1;66;31;28
240000216;CLINIQUE DU PARC;024;75;6957;0;0;0;0;0;0;0;0;60;28;25
240000372;C.H DE BERGERAC;024;75;14296;713;0;0;0;1;0;0;1;123;58;52
240000414;CENTRE HOSPITALIER DE DOMME;024;75;406;0;0;0;0;0;0;0;0;3;1;1
240000455;CENTRE HOSPITALIER D'EXCIDEUIL;024;75;203;0;0;0;0;0;0;0;0;1;0;0
240000463;CENTRE HOSPITALIER VAUCLAIRE;024;75;120;0;0;0;0;0;0;0;0;1;0;0
240000471;CENTRE HOSPITALIER DE NONTRON;024;75;85;0;0;0;0;0;0;0;0;0;0;0
240000489;CENTRE HOSPITALIER DE PERIGUEUX;024;75;33243;3592;705;0;0;1;0;0;7;288;134;122
240000505;CENTRE HOSPITALIER DE RIBERAC;024;75;324;0;0;0;0;0;0;0;0;2;1;1
240000513;CENTRE HOSPITALIER DE SAINT-ASTIER;024;75;166;0;0;0;0;0;0;0;0;1;0;0
240000687;CENTRE HOSPITALIER SARLAT;024;75;5232;6;0;0;0;1;0;0;0;45;21;19
240006734;CENTRE D'HEMODIALYSE FRANCHEVILLE;024;75;22928;0;0;0;0;0;0;0;0;198;93;84
250000023;CHU SAINT-JACQUES;025;27;902;0;0;0;0;0;0;0;0;3;7;3
250000114;CH BOULLOCHE HNFC MONTBELIARD;025;27;39547;979;311;0;0;1;0;0;2;143;347;145
250000270;CAPIO CLINIQUE SAINT VINCENT BESANCON;025;27;26386;835;0;0;0;1;0;0;2;95;232;97
250000627;CH PAUL NAPPEZ MORTEAU;025;27;674;0;0;0;0;0;0;0;0;2;5;2
250000635;CH SAINTE CROIX BAUME LES DAMES;025;27;280;0;0;0;0;0;0;0;0;1;2;1
250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;025;27;15992;1851;0;0;0;1;0;0;3;57;140;59
250000726;CH SAINT LOUIS ORNANS;025;27;153;0;0;0;0;0;0;0;0;0;1;0
250000734;CHI HAUTE COMTE SITE R SALINS MOUTHE;025;27;152;0;0;0;0;0;0;0;0;0;1;0
250004009;LE MITTAN ANNEXE DU HNFC;025;27;34483;33811;0;0;0;1;0;0;63;124;303;127
250006954;CHRU JEAN MINJOZ;025;27;138549;48982;948;0;1;1;0;14;91;501;1219;511
250011848;HOSPITALIA MUTUALITE PFC;025;27;19309;2345;0;0;0;1;0;0;4;69;169;71
260000013;CH DE VALENCE;026;84;49475;10080;845;0;0;1;0;0;19;301;161;182
260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;026;84;25258;3452;0;0;0;1;0;0;6;153;82;93
260000138;CH DE MONTELIMAR;026;84;41963;20415;198;0;0;1;0;0;38;255;136;154
260000146;CENTRE HOSPITALIER DE CREST;026;84;2532;146;0;0;0;1;0;0;0;15;8;9
260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;026;84;1375;0;0;0;0;0;0;0;0;8;4;5
260000203;HOPITAUX DROME NORD - SAINT-VALLIER;026;84;1892;0;0;0;0;0;0;0;0;11;6;6
260000237;CH DE NYONS;026;84;112;0;0;0;0;0;0;0;0;0;0;0
260000260;CLINIQUE LA PARISI?RE;026;84;9155;478;0;0;0;1;0;0;1;55;29;33
260000278;CH DE BUIS LES BARONNIES;026;84;166;0;0;0;0;0;0;0;0;1;0;0
260000286;CENTRE HOSPITALIER DIE;026;84;2046;139;0;0;0;1;0;0;0;12;6;7
260003017;CLINIQUE KENNEDY;026;84;16984;261;0;0;0;1;0;0;0;103;55;62
260006267;CLINIQUE G?N?RALE VALENCE;026;84;13166;4064;0;0;0;1;0;0;8;80;42;48
270000045;CH BERNAY;027;28;7177;0;0;0;0;0;0;0;0;64;54;26
270000326;CLINIQUE CHIRURGICALE PASTEUR EVREUX;027;28;18264;5839;0;0;0;1;0;0;11;165;138;67
270000359;CH EVREUX CH EURE-SEINE;027;28;49304;4396;0;0;0;1;0;0;8;446;373;181
270000367;CH GISORS;027;28;5852;0;0;0;0;0;0;0;0;52;44;21
270000391;CH LOUVIERS CHI ELBEUF;027;28;2126;0;0;0;0;0;0;0;0;19;16;7
270000425;CH PONT-AUDEMER;027;28;3405;0;0;0;0;0;0;0;0;30;25;12
270000441;CH VERNEUIL-SUR-AVRE;027;28;1777;0;0;0;0;0;0;0;0;16;13;6
270000458;CH VERNON CH EURE-SEINE;027;28;14633;1344;0;0;0;1;0;0;3;132;110;54
270000532;CH PACY-SUR-EURE;027;28;65;0;0;0;0;0;0;0;0;0;0;0
270000862;CLINIQUE BERGOUIGNAN;027;28;7887;0;0;0;0;0;0;0;0;71;59;29
280000043;CH CHARTRES - H?TEL DIEU;028;24;263;0;0;0;0;0;0;0;0;2;2;0
280000084;CH DREUX;028;24;25310;2810;374;0;0;1;0;0;5;218;278;93
280000100;CH DE LA LOUPE;028;24;204;0;0;0;0;0;0;0;0;1;2;0
280000159;CLINIQUE NOTRE DAME DU BON SECOURS;028;24;9806;2101;0;0;0;1;0;0;4;84;107;36
280000449;CLINIQUE CARDIOLOGIQUE MAISON BLANCHE;028;24;1999;0;0;0;0;0;0;0;0;17;21;7
280000662;CH CHATEAUDUN;028;24;8117;704;0;0;0;1;0;0;1;70;89;29
280502998;CH NOGENT LE ROTROU - NOUVEL H?PITAL;028;24;6042;0;0;0;0;0;0;0;0;52;66;22
280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;028;24;51687;8395;520;0;0;1;0;0;16;446;568;190
280505777;NOUVELLE CLINIQUE SAINT FRAN?OIS;028;24;12432;892;0;0;0;1;0;0;2;107;136;45
290000025;CHIC QUIMPER;029;53;81042;31839;756;0;0;1;0;0;59;220;672;299
290000033;C.H. DES PAYS DE MORLAIX;029;53;22803;4135;0;0;0;1;0;0;8;62;189;84
290000058;CHRU BREST SITE HOPITAL MORVAN;029;53;59226;38691;0;0;0;1;0;0;72;161;491;218
290000066;CHIC SITE DE CONCARNEAU;029;53;2092;488;0;0;0;1;0;0;1;5;17;7
290000140;CLINIQUE PASTEUR LANROZE;029;53;24385;8946;0;0;0;1;0;0;17;66;202;90
290000173;CH FERDINAND GRALL LANDERNEAU;029;53;7776;891;0;1;0;1;12;0;2;21;64;28
290000181;CENTRE HOSPITALIER DOUARNENEZ;029;53;7576;1098;0;0;0;1;0;0;2;20;62;27
290000207;CLINIQUE ST MICHEL ET STE ANNE;029;53;15328;2895;0;0;0;1;0;0;5;41;127;56
290000215;POLYCLINIQUE QUIMPER SUD;029;53;13080;811;0;0;0;1;0;0;2;35;108;48
290000256;CHRU BREST SITE HOPITAL DE CARHAIX;029;53;5977;0;0;0;0;0;0;0;0;16;49;22
290000272;CENTRE HOSPITALIER CROZON;029;53;105;0;0;0;0;0;0;0;0;0;0;0
290000322;CENTRE HOSPITALIER LESNEVEN;029;53;224;0;0;0;0;0;0;0;0;0;1;0
290000389;CENTRE HOSPITALIER LANMEUR;029;53;193;0;0;0;0;0;0;0;0;0;1;0
290000728;HOPITAL INSTRUCTION DES ARMEES;029;53;8263;664;0;1;0;1;15;0;1;22;68;30
290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;029;53;5385;448;0;0;0;1;0;0;1;14;44;19
290000850;STE BRESTOISE REIN ARTIFICIEL;029;53;8057;0;0;0;0;0;0;0;0;21;66;29
290000934;C.H DE QUIMPERLE SITE LA VILLENEUVE;029;53;6152;0;0;0;0;0;0;0;0;16;51;22
290000975;FONDATION ILDYS SITE DE PERHARIDY;029;53;5470;0;0;0;0;0;0;0;0;14;45;20
290001015;CENTRE HOSPITALIER ST RENAN;029;53;387;0;0;0;0;0;0;0;0;1;3;1
290004142;CLINIQUE DU GRAND LARGE;029;53;9672;505;0;0;0;1;0;0;1;26;80;35
290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;029;53;52530;1332;1204;1;0;1;73;0;2;143;435;193
290004365;CHU BREST SITE GUILERS;029;53;166;0;0;0;0;0;0;0;0;0;1;0
290019777;POLYCLINIQUE DE KERAUDREN;029;53;23454;963;0;0;0;1;0;0;2;63;194;86
290023431;CTRE MEDICO-CHIR. BAIE MORLAIX;029;53;7986;1247;0;0;0;1;0;0;2;21;66;29
2A0000022;CH ND LA MISERICORDE;02A;94;29214;505;505;0;0;1;0;0;1;448;2290;107
2A0000139;CLINISUD;02A;94;13257;701;0;0;0;1;0;0;1;203;1039;48
2A0000154;CLINIQUE DU SUD DE LA CORSE;02A;94;8211;0;0;0;0;0;0;0;0;125;643;30
2A0000212;HOPITAL LOCAL DE BONIFACIO;02A;94;110;0;0;0;0;0;0;0;0;1;8;0
2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;02A;94;14166;13323;0;0;0;1;0;0;25;217;1110;52
2A0002614;CENTRE HOSPITALIER DE SARTENE;02A;94;248;0;0;0;0;0;0;0;0;3;19;0
2B0000012;CENTRE HOSPITALIER DE BASTIA;02B;94;31517;3648;0;0;0;1;0;0;7;505;2471;116
2B0000038;CH CORTE;02B;94;1420;785;0;0;0;1;0;0;1;22;111;5
2B0000079;CLINIQUE DR FILIPPI;02B;94;4240;0;0;0;0;0;0;0;0;68;332;15
2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;02B;94;17755;4300;0;0;0;1;0;0;8;284;1392;65
2B0000392;POLYCLINIQUE DE FURIANI;02B;94;5676;354;0;0;0;1;0;0;1;91;445;20
2B0005359;CH CALVI;02B;94;1481;0;0;0;0;0;0;0;0;23;116;5
2B0005664;CLINIQUE DE TOGA;02B;94;226;0;0;0;0;0;0;0;0;3;17;0
300000023;CH ALES CEVENNES;030;76;26088;6282;0;0;0;1;0;0;12;94;109;96
300000031;CH LOUIS PASTEUR;030;76;15409;1492;0;0;0;1;0;0;3;56;64;56
300000056;CH PONT SAINT ESPRIT;030;76;89;0;0;0;0;0;0;0;0;0;0;0
300000064;CH UZES;030;76;285;0;0;0;0;0;0;0;0;1;1;1
300000072;CH LE VIGAN;030;76;275;0;0;0;0;0;0;0;0;1;1;1
300000478;CH LES CHATAIGNIERS;030;76;363;0;0;0;0;0;0;0;0;1;1;1
300002508;CCA DES HAUTS D'AVIGNON;030;76;4277;0;0;0;0;0;0;0;0;15;17;15
300007119;AIDER CENTRE UAD UDM CH ALES;030;76;8781;0;0;0;0;0;0;0;0;31;36;32
300008588;NEPHROCARE NIMES;030;76;19404;0;0;0;0;0;0;0;0;70;81;71
300008638;NEPHROCARE BAGNOLS SUR CEZE;030;76;5076;0;0;0;0;0;0;0;0;18;21;18
300017209;KENVAL INSTITUT DE CANCEROLOGIE;030;76;5092;4589;0;0;0;1;0;0;9;18;21;18
300780137;NOUVELLE CLINIQUE BONNEFON;030;76;12611;600;0;0;0;1;0;0;1;45;52;46
300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;030;76;15593;253;0;0;0;1;0;0;0;56;65;57
300780228;POLYCLINIQUE LA GARAUD;030;76;3477;0;0;0;0;0;0;0;0;12;14;12
300780285;CLINIQUE VALDEGOUR;030;76;2342;2106;0;0;0;1;0;0;4;8;9;8
300781465;POLYCLINIQUE KENNEDY;030;76;11400;556;0;0;0;1;0;0;1;41;47;42
300782117;CHU NIMES CAREMEAU;030;76;114191;38380;820;0;0;1;0;0;71;415;479;421
300782141;CENTRE MEDICAL GRAU-DU-ROI CHU NIMES;030;76;282;0;0;0;0;0;0;0;0;1;1;1
300788502;POLYCLINIQUE GRAND SUD;030;76;29590;544;0;0;0;1;0;0;1;107;124;109
310000310;CENTRE HOSPITALIER COMMINGES PYRENEES;031;76;8601;1271;0;0;0;1;0;0;2;12;36;31
310000336;C.H. (EX H.L.) DE REVEL;031;76;165;0;0;0;0;0;0;0;0;0;0;0
310009279;CENTRE HOSPITALIER COMMINGES PYRENEES;031;76;6489;324;0;0;0;1;0;0;1;9;27;23
310013628;C.H. (EX H.L.) DE MURET;031;76;530;0;0;0;0;0;0;0;0;0;2;1
310016977;HOPITAUX MERE & ENFANTS CHU TLSE;031;76;45067;1527;0;0;0;1;0;0;3;64;189;166
310019351;HOPITAL LARREY CHU TOULOUSE;031;76;43767;5558;0;0;0;1;0;0;10;62;183;161
310022298;HOPITAL GARONNE;031;76;1206;0;0;0;0;0;0;0;0;1;5;4
310025333;CHU ONCOPOLE;031;76;16612;10551;0;0;0;1;0;0;20;23;69;61
310026083;CLINIQUE SAINT-CYPRIEN RIVE GAUCHE;031;76;25928;634;0;0;0;1;0;0;1;37;108;95
310780101;CLINIQUE SAINT JEAN LANGUEDOC;031;76;34391;5041;0;0;0;1;0;0;9;49;144;126
310780150;CLINIQUE MEDIPOLE GARONNE;031;76;21205;463;0;0;0;1;0;0;1;30;89;78
310780259;CLINIQUE PASTEUR;031;76;49323;13353;0;0;0;1;0;0;25;70;207;182
310780283;CLINIQUE DE L'UNION;031;76;47726;5352;0;0;0;1;0;0;10;68;200;176
310780309;POLYCLINIQUE DU PARC;031;76;14915;272;0;0;0;1;0;0;1;21;62;55
310780366;CLINIQUE MONIE;031;76;2212;0;0;0;0;0;0;0;0;3;9;8
310780382;CLINIQUE AMBROISE PARE;031;76;22570;785;0;0;0;1;0;0;1;32;94;83
310781000;CLINIQUE DES CEDRES;031;76;42133;4133;330;0;0;1;0;0;8;60;177;155
310781067;HOPITAL JOSEPH DUCUING;031;76;12050;562;0;0;0;1;0;0;1;17;50;44
310781505;CLINIQUE D'OCCITANIE;031;76;25214;4114;0;0;0;1;0;0;8;36;105;93
310781695;CLINIQUE DE LAGARDELLE;031;76;993;0;0;0;0;0;0;0;0;1;4;3
310782016;CLINIQUE NEPHRO SAINT EXUPERY;031;76;44148;0;0;0;0;0;0;0;0;63;185;162
310782347;INSTITUT CLAUDIUS REGAUD;031;76;83980;78731;0;0;1;1;0;54;147;120;352;309
310783048;HOPITAL DE PURPAN CHU TOULOUSE;031;76;82545;2723;3678;0;0;1;0;0;5;118;346;304
310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;031;76;61623;5952;0;0;0;1;0;0;11;88;258;227
310783063;HOPITAL DE LA GRAVE CHU TOULOUSE;031;76;2421;0;0;0;0;0;0;0;0;3;10;8
310786389;CLINIQUE DES PYRENEES;031;76;217;0;0;0;0;0;0;0;0;0;0;0
320000086;CENTRE HOSPITALIER D'AUCH;032;76;24771;2282;1018;0;0;1;0;0;4;696;104;91
320000102;CENTRE HOSPITALIER DE CONDOM;032;76;1311;0;0;0;0;0;0;0;0;36;5;4
320000110;ETPUBLICSANTEDELOMAGNESITEDEFLEURANCE;032;76;515;0;0;0;0;0;0;0;0;14;2;1
320000128;C.H. (EX H.L.) DE GIMONT;032;76;306;0;0;0;0;0;0;0;0;8;1;1
320000144;C.H.I. (EX H.L.) DE LOMBEZ SAMATAN;032;76;600;0;0;0;0;0;0;0;0;16;2;2
320000151;C.H. (EX H.L.) DE MAUVEZIN;032;76;210;0;0;0;0;0;0;0;0;5;0;0
320000177;C.H. (EX H.L.) DE NOGARO;032;76;213;0;0;0;0;0;0;0;0;5;0;0
320780067;POLYCLINIQUE DE GASCOGNE;032;76;7638;280;0;0;0;1;0;0;1;214;32;28
330000217;MAISON DE SANTE MARIE GALENE;033;75;465;0;0;0;0;0;0;0;0;0;1;1
330000332;HOPITAL SUBURBAIN DU BOUSCAT;033;75;4575;574;0;0;0;1;0;0;1;5;18;16
330000340;M.S.P.BX. BAGATELLE;033;75;26943;3633;0;0;0;1;0;0;7;32;109;99
330000555;CENTRE HOSPITALIER D'ARCACHON;033;75;13898;571;0;0;0;1;0;0;1;16;56;51
330000571;CH DE LA HAUTE GIRONDE;033;75;10919;0;0;0;0;0;0;0;0;13;44;40
330000589;CH SUD GIRONDE - SITE LANGON;033;75;11305;523;0;0;0;1;0;0;1;13;45;41
330000597;CH SUD GIRONDE - SITE LA REOLE;033;75;1173;0;0;0;0;0;0;0;0;1;4;4
330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;033;75;71347;20513;321;0;0;1;0;0;38;87;289;263
330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;033;75;1495;0;0;0;0;0;0;0;0;1;6;5
330000662;INSTITUT BERGONIE;033;75;60518;55770;0;0;1;1;0;86;104;73;245;223
330017989;CENTRE HEMODIALYSE BX RIVE DROITE;033;75;14720;0;0;0;0;0;0;0;0;17;59;54
330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;033;75;1118;0;0;0;0;0;0;0;0;1;4;4
330780040;NOUVELLE CLINIQUE BEL AIR;033;75;17435;826;0;0;0;1;0;0;2;21;70;64
330780081;CLINIQUE SAINT- AUGUSTIN;033;75;15407;1467;0;0;0;1;0;0;3;18;62;56
330780115;CLINIQUE TIVOLI-DUCOS;033;75;25538;10321;0;0;0;1;0;0;19;31;103;94
330780206;CLINIQUE D'ARCACHON;033;75;11030;2361;0;0;0;1;0;0;4;13;44;40
330780255;CLINIQUE CHIRURGICALE DU LIBOURNAIS;033;75;11277;0;0;0;0;0;0;0;0;13;45;41
330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;033;75;28844;3267;0;0;0;1;0;0;6;35;117;106
330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;033;75;8790;0;0;0;0;0;0;0;0;10;35;32
330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;033;75;6266;0;0;0;0;0;0;0;0;7;25;23
330780370;LES FONTAINES DE MONJOUS - SSR;033;75;1231;0;0;0;0;0;0;0;0;1;4;4
330780446;C.T.M.R. SAINT-AUGUSTIN;033;75;25606;0;0;0;0;0;0;0;0;31;103;94
330780453;CENTRE HEMODYALISE SAINT MARTIN;033;75;20142;0;0;0;0;0;0;0;0;24;81;74
330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;033;75;42150;10515;0;0;0;1;0;0;20;51;171;155
330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;033;75;6631;0;0;0;0;0;0;0;0;8;26;24
330780495;CLINIQUE MUTUALISTE DU MEDOC;033;75;9077;310;0;0;0;1;0;0;1;11;36;33
330780503;HOPITAL PRIVE SAINT-MARTIN;033;75;23777;275;0;0;0;1;0;0;1;29;96;87
330780511;CLINIQUE SAINTE-ANNE;033;75;10683;1852;0;0;0;1;0;0;3;13;43;39
330780529;CLINIQUE MUTUALISTE DE PESSAC;033;75;18542;747;0;0;0;1;0;0;1;22;75;68
330780537;CENTRE MEDICO-CHIRURGICAL WALLERSTEIN;033;75;12436;268;0;0;0;1;0;0;0;15;50;45
330781139;CRF LA TOUR DE GASSIES;033;75;346;0;0;0;0;0;0;0;0;0;1;1
330781303;HIA ROBERT PICQUE;033;75;8956;237;0;0;0;1;0;0;0;10;36;33
330781337;HOPITAL XAVIER ARNOZAN - CHU;033;75;1598;0;0;0;0;0;0;0;0;1;6;5
330781352;HOPITAL SAINT-ANDRE - CHU;033;75;36684;8978;0;0;0;1;0;0;17;44;148;135
330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;033;75;125283;4987;1588;0;0;1;0;0;9;153;508;462
330781402;POLYCLINIQUE DE BORDEAUX-TONDU;033;75;12034;234;0;0;0;1;0;0;0;14;48;44
330782582;POLYCLINIQUE JEAN VILLAR;033;75;22515;1829;0;0;0;1;0;0;3;27;91;83
330783648;HOPITAL HAUT-LEVEQUE - CHU;033;75;94837;44539;0;0;0;1;0;0;83;115;384;350
330802752;CENTRE JEAN ABADIE - CHU;033;75;2525;0;0;0;0;0;0;0;0;3;10;9
330804501;CENTRE HOSPITALIER DE BAZAS;033;75;579;0;0;0;0;0;0;0;0;0;2;2
340000025;INSTITUT MARIN ST PIERRE;034;76;1268;0;0;0;0;0;0;0;0;2;5;4
340000033;CH BEZIERS;034;76;35071;4841;1170;0;0;1;0;0;9;59;147;129
340000173;CH PEZENAS;034;76;438;0;0;0;0;0;0;0;0;0;1;1
340000207;INSTITUT REGIONAL CANCER MONTPELLIER;034;76;78692;71999;0;0;1;1;0;40;134;133;330;290
340000215;CH LODEVE;034;76;596;0;0;0;0;0;0;0;0;1;2;2
340000223;HOPITAL SAINT CLAIR HBT SETE;034;76;15489;646;0;0;0;1;0;0;1;26;65;57
340000231;CH POLE DE SANTE DE LUNEL;034;76;706;0;0;0;0;0;0;0;0;1;2;2
340000249;CH CLERMONT L'HERAULT;034;76;231;0;0;0;0;0;0;0;0;0;0;0
340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;034;76;2528;0;0;0;0;0;0;0;0;4;10;9
340009885;POLYCLINIQUE CHAMPEAU;034;76;16224;3604;0;0;0;1;0;0;7;27;68;59
340015502;CLINIQUE DU MILLENAIRE;034;76;25253;562;436;0;0;1;0;0;1;42;106;93
340015965;POLYCLINIQUE SAINT PRIVAT;034;76;26383;6046;0;0;0;1;0;0;11;44;110;97
340015999;NEPHROCARE BEZIERS;034;76;30456;0;0;0;0;0;0;0;0;51;127;112
340017490;NEPHROCARE CASTELNAU LE ROCHET;034;76;4566;0;0;0;0;0;0;0;0;7;19;16
340022979;POLYCLINIQUE ST ROCH;034;76;27314;559;0;0;0;1;0;0;1;46;114;100
340780139;CLINIQUE DU DR JEAN CAUSSE;034;76;8586;277;0;0;0;1;0;0;1;14;36;31
340780147;POLYCLINIQUE DES TROIS VALLEES;034;76;3563;0;0;0;0;0;0;0;0;6;14;13
340780154;POLYCLINIQUE PASTEUR;034;76;8134;0;0;0;0;0;0;0;0;13;34;30
340780436;HOPITAL SAINT LOUP HBT AGDE;034;76;1106;0;0;0;0;0;0;0;0;1;4;4
340780444;CH BEDARIEUX;034;76;169;0;0;0;0;0;0;0;0;0;0;0
340780568;CLINIQUE DU SOUFFLE LA VALLONIE;034;76;1069;0;0;0;0;0;0;0;0;1;4;3
340780634;CLINIQUE ST JEAN;034;76;24125;999;0;0;0;1;0;0;2;41;101;89
340780642;CLINIQUE BEAU SOLEIL;034;76;18984;2090;0;0;0;1;0;0;4;32;79;70
340780667;CLINIQUE DU PARC;034;76;31089;5980;0;0;0;1;0;0;11;52;130;114
340780675;CLINIQUE CLEMENTVILLE;034;76;23984;30683;0;0;0;1;0;0;57;40;100;88
340780717;CLINIQUE ST LOUIS;034;76;8104;203;0;0;0;1;0;0;0;13;34;29
340780725;CLINIQUE VIA DOMITIA;034;76;7623;0;0;0;0;0;0;0;0;12;32;28
340780741;POLYCLINIQUE SAINTE THERESE;034;76;9734;848;0;0;0;1;0;0;2;16;40;35
340780840;NEPHROCARE CASTELNAU LE PARC;034;76;30394;0;0;0;0;0;0;0;0;51;127;112
340781608;CLINIQUE DU MAS DE ROCHET;034;76;1584;155;0;0;0;1;0;0;0;2;6;5
340782036;HOPITAL SAINT ELOI CHU MONTPELLIER;034;76;37566;13143;0;0;0;1;0;0;24;63;157;138
340782085;HOPITAL GUY DE CHAULIAC CHU MTP;034;76;23140;869;660;0;0;1;0;0;2;39;97;85
340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;034;76;46103;650;0;0;0;1;0;0;1;78;193;170
340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;034;76;37438;4757;0;0;0;1;0;0;9;63;157;138
350000014;CHRU RENNES SITE HOTEL DIEU;035;53;872;0;0;0;0;0;0;0;0;2;7;3
350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;035;53;662;0;0;0;0;0;0;0;0;1;5;2
350000071;HOPITAL ARTHUR GARDINER;035;53;1032;0;0;0;0;0;0;0;0;2;8;3
350000121;CHP SAINT GREGOIRE;035;53;56039;12690;0;0;0;1;0;0;24;145;464;206
350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;035;53;18596;1006;0;0;0;1;0;0;2;48;154;68
350000147;CENTRE HOSPITALIER SAINT-MALO;035;53;36794;5355;948;0;0;1;0;0;10;95;305;135
350000154;C.H FOUGERES;035;53;12212;382;0;0;0;1;0;0;1;31;101;45
350000162;CENTRE HOSPITALIER DE REDON;035;53;10082;95;0;0;0;1;0;0;0;26;83;37
350000188;CENTRE HOSPITALIER VITRE;035;53;8946;635;0;0;0;1;0;0;1;23;74;33
350000196;CLINIQUE DE LA COTE D'EMERAUDE;035;53;12731;2977;0;0;0;1;0;0;6;33;105;46
